ID,Q,SA,LA,rouge1_f1_respuesta_con_rag_SA,rouge1_precision_respuesta_con_rag_SA,rouge1_recall_respuesta_con_rag_SA,rouge2_f1_respuesta_con_rag_SA,rouge2_precision_respuesta_con_rag_SA,rouge2_recall_respuesta_con_rag_SA,rougeL_f1_respuesta_con_rag_SA,rougeL_precision_respuesta_con_rag_SA,rougeL_recall_respuesta_con_rag_SA,bleu_respuesta_con_rag_SA,rouge1_f1_respuesta_con_rag_LA,rouge1_precision_respuesta_con_rag_LA,rouge1_recall_respuesta_con_rag_LA,rouge2_f1_respuesta_con_rag_LA,rouge2_precision_respuesta_con_rag_LA,rouge2_recall_respuesta_con_rag_LA,rougeL_f1_respuesta_con_rag_LA,rougeL_precision_respuesta_con_rag_LA,rougeL_recall_respuesta_con_rag_LA,bleu_respuesta_con_rag_LA,rouge1_f1_respuesta_sin_rag_SA,rouge1_precision_respuesta_sin_rag_SA,rouge1_recall_respuesta_sin_rag_SA,rouge2_f1_respuesta_sin_rag_SA,rouge2_precision_respuesta_sin_rag_SA,rouge2_recall_respuesta_sin_rag_SA,rougeL_f1_respuesta_sin_rag_SA,rougeL_precision_respuesta_sin_rag_SA,rougeL_recall_respuesta_sin_rag_SA,bleu_respuesta_sin_rag_SA,rouge1_f1_respuesta_sin_rag_LA,rouge1_precision_respuesta_sin_rag_LA,rouge1_recall_respuesta_sin_rag_LA,rouge2_f1_respuesta_sin_rag_LA,rouge2_precision_respuesta_sin_rag_LA,rouge2_recall_respuesta_sin_rag_LA,rougeL_f1_respuesta_sin_rag_LA,rougeL_precision_respuesta_sin_rag_LA,rougeL_recall_respuesta_sin_rag_LA,bleu_respuesta_sin_rag_LA
Q_001,What percentage of credits must an undergraduate student pass before starting curricular internships?,50 % of credits.,The student must have passed at least 50% of the program credits before starting curricular internships.,0.3,0.17647058823529413,1.0,0.1111111111111111,0.0625,0.5,0.3,0.17647058823529413,1.0,0.0,0.8484848484848485,0.8235294117647058,0.875,0.5806451612903225,0.5625,0.6,0.7272727272727272,0.7058823529411765,0.75,0.47207580389427084,0.08695652173913045,0.046511627906976744,0.6666666666666666,0.0,0.0,0.0,0.04347826086956522,0.023255813953488372,0.3333333333333333,0.0,0.23728813559322032,0.16279069767441862,0.4375,0.07017543859649122,0.047619047619047616,0.13333333333333333,0.10169491525423728,0.06976744186046512,0.1875,0.0
Q_002,Can class schedules overlap with curricular intership schedules?,No.,"No, class schedules and practicum schedules cannot overlap.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.21052631578947367,0.5,0.08,0.05555555555555555,0.14285714285714285,0.22222222222222218,0.15789473684210525,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.25,0.625,0.07692307692307693,0.05263157894736842,0.14285714285714285,0.21428571428571425,0.15,0.375,0.0
Q_003,What is the minimum number of hours required for a formative project in the curricular internship?,300 hours.,The minimum duration of a curricular internship is 300 hours.,0.2222222222222222,0.125,1.0,0.0,0.0,0.0,0.1111111111111111,0.0625,0.5,0.0,0.6923076923076923,0.5625,0.9,0.4166666666666667,0.3333333333333333,0.5555555555555556,0.6153846153846154,0.5,0.8,0.26920508809559307,0.05263157894736842,0.027777777777777776,0.5,0.0,0.0,0.0,0.05263157894736842,0.027777777777777776,0.5,0.0,0.2608695652173913,0.16666666666666666,0.6,0.0909090909090909,0.05714285714285714,0.2222222222222222,0.2173913043478261,0.1388888888888889,0.5,0.0
Q_004,What is the maximum number of hours required for a formative project in the curricular internship?,375 hours.,The maximum duration of a curricular internship is 375 hours.,0.2222222222222222,0.125,1.0,0.0,0.0,0.0,0.1111111111111111,0.0625,0.5,0.0,0.6923076923076923,0.5625,0.9,0.33333333333333337,0.26666666666666666,0.4444444444444444,0.6153846153846154,0.5,0.8,0.1934529902282619,0.046511627906976744,0.024390243902439025,0.5,0.0,0.0,0.0,0.046511627906976744,0.024390243902439025,0.5,0.0,0.2745098039215686,0.17073170731707318,0.7,0.0816326530612245,0.05,0.2222222222222222,0.23529411764705882,0.14634146341463414,0.6,0.0
Q_005,In which period should a student complete their curricular internship?,Internships must be completed within the academic year.,Internships must be completed within the academic year (15 September–14 September),0.3,0.1875,0.75,0.052631578947368425,0.03225806451612903,0.14285714285714285,0.25,0.15625,0.625,0.0,0.36363636363636365,0.25,0.6666666666666666,0.047619047619047616,0.03225806451612903,0.09090909090909091,0.2727272727272727,0.1875,0.5,0.0,0.23529411764705882,0.15384615384615385,0.5,0.0,0.0,0.0,0.23529411764705882,0.15384615384615385,0.5,0.0,0.21052631578947367,0.15384615384615385,0.3333333333333333,0.0,0.0,0.0,0.21052631578947367,0.15384615384615385,0.3333333333333333,0.0
Q_006,On which days can internships be carried out?,"From Monday to Friday, excluding holidays.","Internships must be carried out from Monday to Friday, excluding holidays.",0.3333333333333333,0.2222222222222222,0.6666666666666666,0.1818181818181818,0.11764705882352941,0.4,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.11408424519986968,0.5517241379310345,0.4444444444444444,0.7272727272727273,0.29629629629629634,0.23529411764705882,0.4,0.5517241379310345,0.4444444444444444,0.7272727272727273,0.1629944673128894,0.3529411764705882,0.2727272727272727,0.5,0.26666666666666666,0.2,0.4,0.3529411764705882,0.2727272727272727,0.5,0.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.4000000000000001,0.4,0.4,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0
Q_007,Between what hours can internships take place?,Between 8:00 AM and 9:00 PM.,Internships can take place between 8:00 AM and 9:00 PM.,0.6399999999999999,0.47058823529411764,1.0,0.6086956521739131,0.4375,1.0,0.6399999999999999,0.47058823529411764,1.0,0.3719447442473343,0.8275862068965517,0.7058823529411765,1.0,0.8148148148148148,0.6875,1.0,0.8275862068965517,0.7058823529411765,1.0,0.6187934993051338,0.3125,0.20833333333333334,0.625,0.06666666666666667,0.043478260869565216,0.14285714285714285,0.25,0.16666666666666666,0.5,0.0,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.1176470588235294,0.08695652173913043,0.18181818181818182,0.38888888888888895,0.2916666666666667,0.5833333333333334,0.0
Q_008,What is the maximum number of hours a student can work per day during internships?,6 hours.,"During the intership, the maximum is 6 hours per day.",0.23529411764705882,0.13333333333333333,1.0,0.0,0.0,0.0,0.11764705882352941,0.06666666666666667,0.5,0.0,0.64,0.5333333333333333,0.8,0.2608695652173913,0.21428571428571427,0.3333333333333333,0.4,0.3333333333333333,0.5,0.0,0.05128205128205129,0.02702702702702703,0.5,0.0,0.0,0.0,0.05128205128205129,0.02702702702702703,0.5,0.0,0.1702127659574468,0.10810810810810811,0.4,0.04444444444444444,0.027777777777777776,0.1111111111111111,0.12765957446808512,0.08108108108108109,0.3,0.0
Q_009,Are there any exceptions to the daily working hours during curricular internships?,Yes.,"The intership daily limit can be extended to 8 hours in special cases (few credits remaining, EUS program, or July–August).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20512820512820512,0.2222222222222222,0.19047619047619047,0.0,0.0,0.0,0.15384615384615383,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.24,0.2857142857142857,0.0,0.0,0.0,0.13043478260869565,0.12,0.14285714285714285,0.0
Q_010,Who must make a financial contribution for each internship training project?,The company or institution hosting the internship.,The company or institution hosting the internship must make the financial contribution.,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.42105263157894735,0.3076923076923077,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.20333448190047881,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.28977907494497107,0.375,0.24,0.8571428571428571,0.13333333333333333,0.08333333333333333,0.3333333333333333,0.25,0.16,0.5714285714285714,0.0,0.32432432432432434,0.24,0.5,0.1142857142857143,0.08333333333333333,0.18181818181818182,0.21621621621621623,0.16,0.3333333333333333,0.0
